page,tier,code,label,ps,mooe,co,total
105,1,310204300020000,"Infrastructure Preparation and Innovation Facility (IPIF ), 2nd Additional Financing Output 1: Roads and Bridges, ADB Loan No. 4424 - PHI",,,1057967000,1057967000
105,1,,National Capital Region (NCR),,,1057967000,1057967000
105,2,,Central Office,,,1057967000,1057967000
105,2,,Loan Proceeds,,,1032832000,1032832000
105,2,,GOP Counterpart,,,25135000,25135000
105,1,310204300021000,"Davao City Bypass Construction Project (III ) (South and Center Sections ), Package I, JICA Loan No. PH-P282",,,7420440000,7420440000
105,1,,National Capital Region (NCR),,,7420440000,7420440000
105,2,,Central Office,,,7420440000,7420440000
105,2,,Loan Proceeds,,,4206390000,4206390000
105,2,,GOP Counterpart,,,3214050000,3214050000
106,1,310204300022000,"Central Mindanao High Standard Highway, Cagayan de Oro-Malaybalay Section, JICA-Assisted",,,87222000,87222000
106,1,,National Capital Region (NCR),,,87222000,87222000
106,2,,Central Office,,,87222000,87222000
106,2,,Loan Proceeds,,,73191000,73191000
106,2,,GOP Counterpart,,,14031000,14031000
106,1,310205300002000,"Improving Growth Corridors in Mindanao Road Sector Project (IGCMRSP ), ADB Loan No. 3631-PHI",,,2112530000,2112530000
106,1,,National Capital Region (NCR),,,2112530000,2112530000
106,2,,Central Office,,,2112530000,2112530000
106,2,,Loan Proceeds,,,1506836000,1506836000
106,2,,GOP Counterpart,,,605694000,605694000
106,1,310205300004000,"Samar Pacific Coastal Road II Project (Laoang II Bridge and Calomotan Bridge ), KEDCF Loan No. PHL-26",,,1460372000,1460372000
106,1,,National Capital Region (NCR),,,1460372000,1460372000
106,2,,Central Office,,,1460372000,1460372000
106,2,,Loan Proceeds,,,1276612000,1276612000
106,2,,GOP Counterpart,,,183760000,183760000
106,1,310304300001000,Metro Manila Priority Bridges Seismic Improvement Project (MMPBSIP) JICA Loan No. PH - National Capital Region (NCR),,,,
106,2,,Central Office,,,2864678000,2864678000
106,2,,Loan Proceeds,,,2668427000,2668427000
106,2,,GOP Counterpart,,,196251000,196251000
106,1,310304300002000,Metro Manila Priority Bridges Seismic Improvement Project (MMPBSIP) JICA Loan No. PH - National Capital Region (NCR),,,,
106,2,,Central Office,,,792964000,792964000
106,2,,Loan Proceeds,,,359171000,359171000
106,2,,GOP Counterpart,,,433793000,433793000
106,1,310306300055000,"Accelerated Bridge Construction Project for Greater Economic Mobility and Calamity Response, Proposed for French ODA",,,1764891000,1764891000
106,1,,National Capital Region (NCR),,,1764891000,1764891000
106,2,,Central Office,,,1764891000,1764891000
106,2,,GOP Counterpart,,,1764891000,1764891000
107,1,320102300005000,"Cavite Industrial Area Flood Risk Management Project (CIA-FRMP ), JICA Loan Nos. PH-P265 and PH-P284",,,6566805000,6566805000
107,1,,National Capital Region (NCR),,,6566805000,6566805000
107,2,,Central Office,,,6566805000,6566805000
107,2,,Loan Proceeds,,,2988400000,2988400000
107,2,,GOP Counterpart,,,3578405000,3578405000
107,1,320102300008000,"Pasig - Marikina River Channel Improvement Project (PMRCIP ), Phase IV, JICA Loan Nos. PH-P271 and PH-P283",,,8539933000,8539933000
107,1,,National Capital Region (NCR),,,8539933000,8539933000
107,2,,Central Office,,,8539933000,8539933000
107,2,,Loan Proceeds,,,4604706000,4604706000
107,2,,GOP Counterpart,,,3935227000,3935227000
107,1,320102300011000,"Infrastructure Preparation and Innovation Facility (IPIF ), Additional Financing, Output 2 (Water Projects) ADB Loan No. 3886 - PHI",,,193636000,193636000
107,1,,National Capital Region (NCR),,,193636000,193636000
107,2,,Central Office,,,193636000,193636000
107,2,,Loan Proceeds,,,141215000,141215000
107,2,,GOP Counterpart,,,52421000,52421000
107,1,320102300012000,"Integrated Flood Resilience and Adaptation 1 (InFRA 1) Project, ADB Loan No. 4345-PHI",,,3081329000,3081329000
107,1,,National Capital Region (NCR),,,3081329000,3081329000
107,2,,Central Office,,,3081329000,3081329000
107,2,,Loan Proceeds,,,2559730000,2559730000
107,2,,GOP Counterpart,,,521599000,521599000
107,1,320102300014000,"Infrastructure Preparation and Innovation Facility (IPIF ), 2nd Additional Financing, Output 2; Water Projects, ADB Loan No. 4424 - PHI",,,1148904000,1148904000
107,1,,National Capital Region (NCR),,,1148904000,1148904000
107,2,,Central Office,,,1148904000,1148904000
107,2,,Loan Proceeds,,,951386000,951386000
107,2,,GOP Counterpart,,,197518000,197518000
107,1,320102300016000,Accelerated Water and Sanitation Project in Selected Areas (AWSPSA),,,72880000,72880000
107,1,,National Capital Region (NCR),,,72880000,72880000
107,2,,Central Office,,,72880000,72880000
107,2,,GOP Counterpart,,,72880000,72880000
108,1,300105300001000,"Philippines Seismic Risk Reduction and Resilience Project (PSRRRP ), IBRD Loan No. 9251-PH",,,182970000,182970000
108,1,,National Capital Region (NCR),,,182970000,182970000
108,2,,Central Office,,,182970000,182970000
108,2,,GOP Counterpart,,,182970000,182970000
108,,,"Sub-total, Foreign-Assisted Project (s)",,,117749011000,117749011000
108,,,"Sub-total, Project (s)",,,132182686000,132182686000
108,0,,TOTAL NEW APPROPRIATIONS,14922297000,24685746000,603003972000,642612015000
